Identifier	Sequence-length	motility	TypeA_CDS	TypeB_CDS	CTD_CDS
PATRIC:1014.5	2287133	1	0.0157942238267148	0.0009025270758122744	0.016696750902527077
PATRIC:1017.4	2838633	1	0.0	0.0035486160397444995	0.0035486160397444995
PATRIC:1019.3	3074746	1	0.0007034822370735139	0.005276116778051354	0.005627857896588111
PATRIC:1019.4	2855148	1	0.00038595137012736397	0.005789270551910459	0.005789270551910459
PATRIC:1019.5	3098616	1	0.00034722222222222224	0.005555555555555556	0.005555555555555556
PATRIC:1019.50	5167383	1	0.00036683785766691124	0.00586940572267058	0.00586940572267058
PATRIC:1030843.3	2339898	0	0.006457564575645757	0.00046125461254612545	0.006918819188191882
PATRIC:1034807.5	3559884	1	0.010268800966475386	0.0015101177891875567	0.011778918755662941
PATRIC:1041826.3	3162865	1	0.011024182076813657	0.0021337126600284497	0.013157894736842105
PATRIC:104268.24	3358580	1	0.004557291666666667	0.00390625	0.008463541666666666
PATRIC:107401.14	3435971	1	0.014155394778232149	0.0025165146272412707	0.015728216420257943
PATRIC:107401.17	3333272	1	0.015359477124183006	0.00261437908496732	0.01699346405228758
PATRIC:1118202.5	2120336	1	0.009402914903620122	0.0	0.009402914903620122
PATRIC:1122984.13	2674170	0	0.00681044267877412	0.00037835792659856227	0.007188800605372683
PATRIC:1124835.10	5458793	1	0.015852999459556837	0.0019816249324446046	0.017834624392001442
PATRIC:1168034.5	5132075	1	0.003409090909090909	0.0006818181818181819	0.004090909090909091
PATRIC:1170699.3	3708790	1	0.005349182763744428	0.004160475482912333	0.009212481426448737
PATRIC:1178778.3	4639957	1	0.0013723696248856359	0.0036596523330283625	0.005032021957913998
PATRIC:1211326.4	7959595	1	0.0044241472812901386	0.0014271442842871413	0.00585129156557728
PATRIC:1218801.3	5500985	1	0.017227235438884332	0.0026661197703035273	0.01989335520918786
PATRIC:1228997.3	2309519	1	0.0072300045187528245	0.0	0.0072300045187528245
PATRIC:1229726.3	4007868	1	0.005204053683922213	0.0024650780608052587	0.007669131744727472
PATRIC:1241978.4	5104943	1	0.012185215272136474	0.0020308692120227455	0.01421608448415922
PATRIC:1241978.5	5318634	1	0.012648221343873518	0.0017786561264822134	0.014426877470355731
PATRIC:1241979.4	3230102	1	0.009235668789808917	0.0012738853503184713	0.010509554140127388
PATRIC:1241981.7	5618212	1	0.022426682001150087	0.002875215641173088	0.025301897642323174
PATRIC:1241981.8	5618200	1	0.022388059701492536	0.0028702640642939152	0.02525832376578645
PATRIC:1241982.7	5595345	1	0.017540550735571484	0.001886080724254998	0.019426631459826482
PATRIC:1241982.8	5602501	1	0.017563739376770537	0.0018885741265344666	0.019452313503305004
PATRIC:1265445.3	4376354	1	0.013104598522754349	0.0026209197045508697	0.015725518227305217
PATRIC:1300343.5	3293944	1	0.00702576112412178	0.00468384074941452	0.0117096018735363
PATRIC:1306519.4	3851214	1	0.004904966278356836	0.0027590435315757206	0.007664009809932557
PATRIC:1307832.4	3350939	0	0.0031289111389236545	0.00031289111389236547	0.00344180225281602
PATRIC:1307833.4	3393002	0	0.004623921085080148	0.00030826140567200987	0.004932182490752158
PATRIC:1307839.5	4812386	1	0.02178546057305233	0.001894387875917594	0.023679848448969927
PATRIC:1316593.3	2682541	1	0.0008113590263691683	0.0036511156186612576	0.004056795131845842
PATRIC:1316596.3	2990835	1	0.0007052186177715092	0.005641748942172073	0.005641748942172073
PATRIC:1324352.13	4338935	1	0.018649193548387098	0.0030241935483870967	0.021673387096774195
PATRIC:1324352.5	4633632	1	0.017111567419575632	0.0027378507871321013	0.019849418206707735
PATRIC:1336794.4	2735158	1	0.017162471395881007	0.004195270785659802	0.02135774218154081
PATRIC:1336795.4	2016454	1	0.01410743353228432	0.0048833423765599565	0.018990775908844276
PATRIC:1354240.3	2234477	1	0.006557377049180328	0.0	0.006557377049180328
PATRIC:1355330.4	4621116	1	0.011005502751375688	0.002751375687843922	0.01375687843921961
PATRIC:1379870.5	7029352	1	0.005859375	0.001953125	0.0078125
PATRIC:1379910.4	4820793	0	0.008839264945336125	0.0023261223540358223	0.011165387299371946
PATRIC:1383885.3	3772469	1	0.0025810151993117293	0.003728133065672498	0.006309148264984227
PATRIC:1385663.3	3777136	0	0.01132300357568534	0.0023837902264600714	0.013408820023837902
PATRIC:1403335.5	2378872	0	0.00487156775907883	0.0004428697962798937	0.0070859167404783
PATRIC:1403336.3	2372492	0	0.007894736842105263	0.0004385964912280702	0.008771929824561403
PATRIC:1403338.3	2249024	0	0.006944444444444444	0.000462962962962963	0.007407407407407408
PATRIC:1452724.4	2715909	1	0.0057166190281747655	0.0012249897917517355	0.018783176806859942
PATRIC:1452725.4	2835130	1	0.012095200936402654	0.004291845493562232	0.016777214202106906
PATRIC:1453352.7	3569807	1	0.002721499848805564	0.002721499848805564	0.004838221953432114
PATRIC:1454006.9	3303986	1	0.013328776486671223	0.002734107997265892	0.016062884483937116
PATRIC:1455062.3	2184066	1	0.003766478342749529	0.0	0.00847457627118644
PATRIC:1458492.3	4065010	1	0.00165929203539823	0.0022123893805309734	0.0038716814159292035
PATRIC:1476901.3	2884293	1	0.013427825438269302	0.004475941812756434	0.017903767251025736
PATRIC:1486034.3	3192399	1	0.015739769150052464	0.0062959076600209865	0.021336131514515563
PATRIC:1492737.5	4402594	1	0.0034620505992010654	0.002929427430093209	0.006391478029294274
PATRIC:1493872.3	4430347	1	0.014761904761904763	0.0038095238095238095	0.018571428571428572
PATRIC:1124835.11	5459074	1	0.01821286283437678	0.0020868905331056726	0.02029975336748245
PATRIC:1271752.3	2166321	1	0.004364694471387003	0.0	0.0072744907856450046
PATRIC:1379909.4	4143738	0	0.010257759074171488	0.003156233561283535	0.012887953708574434
PATRIC:1493872.4	4628783	1	0.014542149511474665	0.0036355373778686664	0.01817768688934333
PATRIC:1727164.3	6147290	1	0.0003696857670979667	0.0014787430683918669	0.0014787430683918669
PATRIC:1913577.3	2978889	1	0.0033494603647190174	0.00148864905098623	0.004838109415705247
PATRIC:2057025.3	8794837	1	0.0037484885126964932	0.0018137847642079807	0.005562273276904474
PATRIC:2183896.3	5877431	1	0.006632852126414358	0.002536090518923137	0.008778774873195474
PATRIC:2487071.3	3276391	1	0.014366021236727046	0.0006246096189881324	0.014990630855715179
PATRIC:253.53	4866345	1	0.017935258092738406	0.0021872265966754157	0.020122484689413824
PATRIC:2602769.3	3985855	1	0.016835916622127203	0.006146445750935329	0.021913415285943347
PATRIC:2697009.3	4533039	1	0.025897435897435896	0.006666666666666667	0.03256410256410256
PATRIC:2725416.3	8511252	1	0.0038028169014084506	0.0029577464788732395	0.006478873239436619
PATRIC:28131.21	2775833	0	0.008190618019359643	0.00037230081906180194	0.008562918838421444
PATRIC:319236.5	2835711	0	0.013523666416228399	0.003756574004507889	0.0169045830202855
PATRIC:435591.13	4811379	0	0.0015329586101175269	0.0	0.0015329586101175269
PATRIC:592029.3	3914632	1	0.020607073238652185	0.003898635477582846	0.02422723475355054
PATRIC:762903.4	4635236	1	0.005762966675018792	0.0012528188423953897	0.007015785517414182
PATRIC:837.125	2353520	0	0.0064571674558760225	0.00043047783039173483	0.006887645286267757
PATRIC:96345.136	2783852	1	0.004240555127216654	0.0007710100231303007	0.018889745566692366
PATRIC:996.27	3032078	1	0.012536873156342183	0.0029498525073746312	0.015486725663716814
PATRIC:996.291	3261175	1	0.011824324324324325	0.002702702702702703	0.014527027027027028
GenBank:GCA_000242635.3	5202069	1	0.0020833333333333333	0.0032407407407407406	0.004629629629629629
PATRIC:1493872.5	4390955	1	0.014026602176541718	0.0038694074969770256	0.01789600967351874
PATRIC:1529069.3	5167383	1	0.012968804766912022	0.0014020329477742728	0.014370837714686295
PATRIC:1583100.3	4155464	1	0.0011010184420589045	0.0019267822736030828	0.0030278007156619873
PATRIC:1585976.7	2036890	1	0.013395157135497167	0.0	0.013395157135497167
PATRIC:1617283.4	5497186	1	0.006479933110367893	0.0020903010033444815	0.008570234113712374
PATRIC:1622118.21	2966978	1	0.006352765321375187	0.0011210762331838565	0.007473841554559043
PATRIC:1628248.4	2839791	1	0.00867992766726944	0.00108499095840868	0.00976491862567812
PATRIC:1644130.3	4399611	1	0.003386298515238343	0.003907267517582704	0.0072935660328210476
PATRIC:1685010.5	4871648	1	0.018612896077996897	0.0037668956348327056	0.022158209616662972
PATRIC:1705617.3	2614527	1	0.0012631578947368421	0.004210526315789474	0.0050526315789473685
PATRIC:1714848.3	5461560	1	0.022063458709812987	0.002311409960075646	0.02437486866988863
PATRIC:1714849.3	6087890	1	0.02046671767406274	0.0026778882938026014	0.023144605967865342
PATRIC:1714860.3	6011237	1	0.024956471271038887	0.0023215322112594312	0.027278003482298318
PATRIC:1717717.3	5718991	1	0.003109452736318408	0.0022802653399668325	0.00538971807628524
PATRIC:1721091.3	4077766	1	0.01971326164874552	0.004352278545826933	0.024065540194572452
PATRIC:1729720.4	4086550	1	0.0018626929217668972	0.0010643959552953698	0.002927088877062267
PATRIC:1736674.21	3994770	1	0.01407624633431085	0.0017595307917888563	0.015835777126099706
PATRIC:1761453.3	4707469	1	0.0023872045834328003	0.0038195273334924802	0.0062067319169252805
PATRIC:1763534.5	3027315	1	0.005946135012242042	0.0013990905911157748	0.007345225603357817
PATRIC:1774273.5	3809314	1	0.011968880909634948	0.0023937761819269898	0.01436265709156194
PATRIC:1784713.4	2970356	1	0.025166543301258327	0.0051813471502590676	0.029607698001480384
PATRIC:1803846.4	5665358	1	0.023465325790907186	0.0027236538864445843	0.02618897967735177
PATRIC:1834519.3	6408035	1	0.005925925925925926	0.001851851851851852	0.0077777777777777776
PATRIC:1836467.11	4271158	1	0.004206098843322818	0.00473186119873817	0.008937960042060988
PATRIC:1848904.3	2831350	1	0.0011312217194570137	0.004147812971342383	0.004524886877828055
PATRIC:1850246.3	3426122	1	0.013933895009721323	0.0035644847699287103	0.016850291639662993
PATRIC:1850252.3	3019213	1	0.005500550055005501	0.0029336266960029336	0.008434176751008434
PATRIC:1871047.42	2757396	1	0.014864362690449646	0.0029728725380899295	0.017837235228539576
PATRIC:1888915.11	3800626	1	0.01930738584125038	0.001225865767698437	0.02053325160894882
PATRIC:188932.3	5950539	1	0.0005687203791469195	0.0013270142180094786	0.0017061611374407583
PATRIC:1932669.4	5227721	1	0.017276014463640015	0.0024106066693451184	0.019686621132985135
PATRIC:1936080.3	1936080.3	1	0.020750988142292492	0.004940711462450593	0.025032938076416336
PATRIC:1936081.3	3752836	1	0.013739545997610514	0.002688172043010753	0.016129032258064516
PATRIC:1945657.3	2632967	1	0.00042589437819420784	0.006388415672913117	0.006388415672913117
PATRIC:1945658.3	2633192	1	0.00042301184433164127	0.005499153976311337	0.005499153976311337
PATRIC:1979344.3	5563897	1	0.007083586318558996	0.0016191054442420564	0.008702691762801052
PATRIC:1981981.3	4224053	1	0.008566389518770472	0.00327538422776518	0.011589821113630638
PATRIC:2015076.3	4872888	1	0.02121609798775153	0.0030621172353455816	0.024278215223097113
PATRIC:2025876.3	5372666	0	0.0012575979878432194	0.00020959966464053657	0.001467197652483756
PATRIC:2027857.3	4858325	1	0.01430615164520744	0.002384358607534573	0.016690510252742013
PATRIC:2029983.3	5279921	1	0.0020968756552736424	0.0025162507863283707	0.004613126441602013
PATRIC:203275.8	3405521	0	0.0041265474552957355	0.0	0.0041265474552957355
PATRIC:2038776.3	3716699	1	0.017212189616252822	0.001128668171557562	0.018340857787810385
PATRIC:2039166.3	2586303	1	0.006677140612725845	0.001178318931657502	0.007855459544383346
PATRIC:2049305.4	4130958	1	0.006749740394600207	0.0020768431983385254	0.008826583592938734
PATRIC:2057808.3	3666763	1	0.019282916541126845	0.004218137993371497	0.023199758963543236
PATRIC:2058134.3	3184776	1	0.012416107382550336	0.003691275167785235	0.015771812080536914
PATRIC:2058135.3	4314320	1	0.015001271294177472	0.004068141367912535	0.018815153826595474
PATRIC:2058137.3	3567309	1	0.00826972010178117	0.001272264631043257	0.009541984732824428
PATRIC:2058175.3	4353683	1	0.001177856301531213	0.0009422850412249705	0.0021201413427561835
PATRIC:2069432.3	4116543	1	0.014036016949152543	0.0013241525423728813	0.015360169491525424
PATRIC:2086471.3	6225914	1	0.011526306004833613	0.002044989775051125	0.013199479457148168
PATRIC:209053.3	3412686	1	0.001238390092879257	0.004024767801857585	0.004953560371517028
PATRIC:2094025.3	3182272	1	0.01990391214824983	0.004118050789293068	0.024021962937542895
PATRIC:2126553.4	4380140	1	0.0022145669291338582	0.0012303149606299212	0.0034448818897637795
PATRIC:2162713.3	3464207	1	0.029374605180037903	0.00505369551484523	0.033796588755527476
PATRIC:216432.7	2952962	1	0.012972572275759823	0.00037064492216456633	0.013343217197924388
PATRIC:2172098.3	3552756	1	0.032467532467532464	0.0042207792207792205	0.03668831168831169
PATRIC:2173169.3	3623447	1	0.005434782608695652	0.002717391304347826	0.008152173913043478
PATRIC:2175091.3	3983546	1	0.02046311254711901	0.006462035541195477	0.026117393645665052
PATRIC:2201271.3	6198518	1	0.0013544891640866873	0.0027089783281733747	0.003289473684210526
PATRIC:2249356.3	4839571	1	0.0053813757604117924	0.0028076743097800653	0.008189050070191857
PATRIC:2259595.3	7162093	0	0.0051401869158878505	0.002336448598130841	0.007476635514018692
PATRIC:2282170.3	5482391	1	0.021811383464894057	0.0033236393851267137	0.024927295388450354
PATRIC:2294119.4	4843008	1	0.019049804911636447	0.004819830158365848	0.02364011934817535
PATRIC:2319843.3	4188814	1	0.010515247108307046	0.0026288117770767614	0.012618296529968454
PATRIC:237258.26	2759562	1	0.008751902587519025	0.00228310502283105	0.0106544901065449
PATRIC:246.12	4974086	1	0.018299022665834892	0.0031191515907673115	0.021418174256602203
PATRIC:246787.4	7084828	0	0.003139169863969306	0.0	0.003139169863969306
PATRIC:247.6	3636346	1	0.014476298609139937	0.0005676979846721544	0.015043996593812092
PATRIC:247.7	3794924	1	0.012972972972972972	0.0008108108108108108	0.013783783783783784
PATRIC:2478552.3	4935222	1	0.006730351715154147	0.0021710811984368217	0.008901432913590968
PATRIC:2478663.3	4558636	1	0.01418289585097375	0.00275190516511431	0.01693480101608806
PATRIC:2487063.3	5276141	1	0.018346774193548385	0.0018145161290322581	0.020161290322580645
PATRIC:2487064.3	5038771	1	0.018748683378976196	0.0027385717295133768	0.021487255108489572
PATRIC:2487065.3	4810759	1	0.01845184518451845	0.0027002700270027003	0.02115211521152115
PATRIC:2487072.3	3367586	1	0.011521418020679469	0.0002954209748892171	0.011816838995568686
PATRIC:2487073.3	2469733	0	0.00644381796214257	0.0008054772452678212	0.00724929520741039
PATRIC:2494375.3	3682614	1	0.020656479909451048	0.0019807583474816073	0.022637238256932653
PATRIC:2496865.3	4016247	1	0.003305785123966942	0.0049586776859504135	0.007713498622589532
PATRIC:2496866.3	2872100	1	0.01147298297557365	0.0025906735751295338	0.014063656550703183
PATRIC:250.34	3685675	1	0.014382402707275803	0.003102086858432036	0.01748448956570784
PATRIC:250.7	5606922	1	0.013746981237228312	0.0016719301504737136	0.015418911387702025
PATRIC:2500547.3	3293048	1	0.008742434431741762	0.0016812373907195697	0.010423671822461332
PATRIC:2502781.3	5086993	1	0.010252904989747095	0.001594896331738437	0.011847801321485532
PATRIC:2507538.3	3067493	1	0.0010145417653026716	0.002705444707473791	0.0037199864727764627
PATRIC:2518177.3	3130338	1	0.029213483146067417	0.007116104868913857	0.036329588014981276
PATRIC:2520506.3	8664091	1	0.004921521681298217	0.00186219739292365	0.006783719074221868
PATRIC:2529032.3	3475698	1	0.0016155088852988692	0.0019386106623586429	0.003554119547657512
PATRIC:253.20	5314748	1	0.02036290322580645	0.002620967741935484	0.022983870967741935
PATRIC:253.39	4888827	1	0.01811436054124836	0.0024006983849847226	0.020515058926233086
PATRIC:253.54	4922946	1	0.017490822716475923	0.0021593608291945584	0.019650183545670483
PATRIC:253.62	5058360	1	0.01772525849335303	0.0023211648027009917	0.02004642329605402
PATRIC:253.89	5069906	1	0.017382198952879582	0.0023036649214659686	0.01968586387434555
PATRIC:254.12	4191778	1	0.014388489208633094	0.0034730836020838503	0.017861572810716944
PATRIC:2545799.3	2652717	1	0.0012376237623762376	0.006600660066006601	0.007013201320132013
PATRIC:2547394.3	4217227	1	0.022174148188209845	0.002163331530557058	0.024337479718766902
PATRIC:2547600.3	3139453	1	0.009061488673139158	0.0016181229773462784	0.010679611650485437
PATRIC:2562285.5	2987299	1	0.018464880521361332	0.0032585083272990588	0.021361332367849383
PATRIC:2570561.3	4319537	1	0.010619469026548672	0.0037926675094816687	0.01415929203539823
PATRIC:2572594.3	3766904	1	0.004048582995951417	0.005494505494505495	0.009543088490456911
PATRIC:2583851.3	2691279	1	0.0036407766990291263	0.0004045307443365696	0.0040453074433656954
PATRIC:2584940.3	5037225	0	0.010903426791277258	0.0011125945705384957	0.012016021361815754
PATRIC:2585771.3	3409178	1	0.00212636695018226	0.0009113001215066828	0.003037667071688943
PATRIC:2594004.3	3934786	1	0.008685581933989578	0.0008685581933989577	0.009554140127388535
PATRIC:2594269.3	3040096	1	0.00733822548365577	0.00066711140760507	0.008005336891260841
PATRIC:2596915.3	5388077	1	0.006500314531348291	0.001677500524218914	0.008177815055567205
PATRIC:2604421.3	6183078	1	0.0035842293906810036	0.002452367477834371	0.006036596868515374
PATRIC:2608253.3	3740082	1	0.011722020653084008	0.003907340217694669	0.015350265140943344
PATRIC:264731.4	3619559	0	0.0003495281370150297	0.0	0.0003495281370150297
PATRIC:2654325.4	3000622	1	0.014084507042253521	0.0014084507042253522	0.015492957746478873
PATRIC:266748.11	3137220	1	0.021966880702940183	0.0016897600540723217	0.023656640757012504
PATRIC:266749.8	3288745	1	0.020343293070565798	0.0019071837253655435	0.02225047679593134
PATRIC:2686077.3	4512651	1	0.020069375619425175	0.005203171456888008	0.025024777006937563
PATRIC:2686078.3	4560973	1	0.0196319018404908	0.0034355828220858898	0.02282208588957055
PATRIC:2686361.3	4224107	1	0.014966740576496674	0.0011086474501108647	0.01607538802660754
PATRIC:2686362.3	5072468	1	0.0029940119760479044	0.0036355859709153123	0.006629597946963216
